MSG_ID,SOURCE,TEXT,PRE_LABEL,A1_SATTER,A2_MARWAN,AGREE,GOLD_LABEL,ADJUDICATOR_NOTE
MSG0351,banglabarta,"৫,<DATE_TIME> বিনিয়োগে <DATE_TIME>,০০০ টাকা অর্জন করুন! কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0352,banglabarta,আপনি একটি জরুরি বার্তা পেয়েছেন। এটি দেখতে এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0353,banglabarta,"হ্যালো, ট্র্যাকিং কোড Dz-8342-<US_DRIVER_LICENSE> সহ আপনার <LOCATION> প্যাকেজ আপনার ডেলিভারি পছন্দ সেট করার জন্য অপেক্ষা করছে: c4info/Gm0843vz1",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0354,banglabarta,জনতা ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0355,banglabarta,"১৮ মে আন্তর্জাতিক জাদুঘর দিবস। এবারের প্রতিপাদ্য : ""জাদুঘর, স্থায়িত্ব ও সমৃদ্ধি ""। এ উপলক্ষ্যে বাংলাদেশ জাতীয় জাদুঘরের দিনব্যাপী আয়োজনে আপনি সাদরে আমন্ত্রিত।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0356,banglabarta,"সময় কম <PERSON> পাঠাও,  আমি চলে যাবো, আমার বিকাশ <PHONE_NUMBER>",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0357,banglabarta,"৩০জিবি @৩০০৳,৩০দিন! ফুল-অন ইন্টারনেটিং করতে নাও- <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0358,mendeley_financial,"Alert! Suspicious login attempt detected, verify your account.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0359,banglabarta,"শেখ হাসিনা সরকারের সাফল্য:
২০০৮ সালে মোবাইল <PERSON> শূণ্য %, বর্তমানে <NRP> ১৫টি কারখানা থেকে চাহিদার ৯৭% পূরণ হচ্ছে।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0360,banglabarta,তোমার প্রিয় উৎসব কি?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0361,app_review_,একটা ফালতু আ্যাপ...পিন কোড দিলে otp আশে কিন্তু সেই otp না নিজে লিখে না লিখতে দেয়,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0362,banglabarta,আজ তোমার পাশে থাকতে পারি না। আমি আপনার পাশে রয়েছি।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0363,mendeley_financial,অনলাইন কেনাকাটায় ক্যাশব্যাক পেতে OTP পাঠান।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0364,banglabarta,<DATE_TIME> নাম্বারে রকেটে টাকা পাঠাও।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0365,banglabarta,"<URL>
প্রতি রেফারে ২৫০ টাকা ইনকাম করতে পারবেন। উপরের <LOCATION> টি লিংক এ ক্লিক করে start করুন এবং Telegram website থেকে দেয়া সেই লিংক টা আপনার প্রেন্ড দের কাছে শেয়ার করুন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0366,banglabarta,"৩০৳ <NRP>! ৩১জিবি+৪৫০মি.@৪৬৯৳ ৩০দিন, নিয়ে নাও: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0367,banglabarta,আমি আমার <DATE_TIME> সময় কাটাতে চাই।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0368,mendeley_financial,"Reminder: Electricity bill payment of BDT 3,500 is due <DATE_TIME>.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0369,banglabarta,"“সর্বজনীন পেনশন স্কিমে নিবন্ধন করুন;
উন্নত ও কল্যাণ রাষ্ট্র গঠনে অবদান রাখুন”-জাতীয় পেনশন কর্তৃপক্ষ।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0370,banglabarta,জনতা ব্যাংক অ্যাকাউন্টের তথ্য আপডেট করুন। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0371,banglabarta,<PERSON> রয়েছেন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0372,mendeley_financial,Your electricity payment of BDT 2200 was successful.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0373,app_review_,I am trying to login my account But the OTP code does not come,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0374,banglabarta,"তুমি পারবে, শুধু লেগে থাকো।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0375,mendeley_financial,Final warning: Your credit card account will be frozen within <DATE_TIME>. Verify now at <URL>,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0376,banglabarta,আমি একটি প্রতিষ্ঠানের সঙ্গে যে মূল্য আছে তার দৃশ্যটি অন্যদিকের সাথে একটি দৃশ্য আছে।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0377,banglabarta,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0378,banglabarta,iPhone 15 জেতার সুযোগ! কুইজ <NRP> জিতুন এখনই। ক্লিক: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0379,mendeley_financial,"Claim your government relief fund of BDT 30,000. Submit your documents <DATE_TIME>.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0380,app_review_,Rocket customer service is so weak it seems like it is an illegal site it is so bad that it goes without saying that since Rocket is operating all over Bangladesh its customer service is so bad I called Rocket customer service and they deducted all the money in my SIM card while I was waiting and still I did not get the calling service. In my opinion no one should use Rocket apps because I wasted my time on it but I did not get the service someone will be in danger then what to do if I do not ge,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0381,banglabarta,তুমি কি বাগানে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0382,banglabarta,"<URL>
যারা ফ্রি ইনকাম করতে চান তাড়া এই রেফার এর মাধ্যমে করতে পারেন<DATE_TIME>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0383,mendeley_financial,"You've received BDT 1,000 cashback from your last purchase",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0384,banglabarta,"প্রিয় গ্রাহক, সন্দেহজনক লেনদেনের কারণে আপনার একাউন্ট সাময়িক ভাবে বন্ধ করা হয়েছে।বাংলাদেশ ব্যাংক এর নিতীমালা অনুসারে সঠিক তথ্যের ভিত্তিতে পুনরায় সচল করে দাওয়া হবে। একজন ম্যানেজার আপনাকে কল দেবে ( ...... )",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0385,banglabarta,"হ্যালো, কি করছো?",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0386,banglabarta,<DATE_TIME> নাম্বারে টাকা পাঠাও।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0387,app_review_,sim puraton ar size boro houate android set e sim insert korte partasi na..ar rocket apps e otp code type korar option o astase na ai update apps e aijonno rocket account app er moddhe registration korte partasi na .. akhon atar upay ki,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0388,banglabarta,আপনার নম্বরটি একটি বিশেষ অফারে নির্বাচিত হয়েছে! <PERSON> পেতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0389,banglabarta,২৬ জানুয়ারি ২০২৪ আন্তর্জাতিক কাস্টমস দিবস উদযাপিত হচ্ছে। এবারের প্রতিপাদ্য বিষয় ‘‘মিলে নবীন-পুরনো অংশীজন/কাস্টমস করবে লক্ষ্য অর্জন”। জাতীয় রাজস্ব বোর্ড,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0390,banglabarta,"প্রিয় xxx, অভিনন্দন! আপনার <PERSON> রিজিউম যাচাই করার পরে, <PERSON> আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0391,banglabarta,"<PHONE_NUMBER> এই নাম্বারে কল করুন, <PERSON>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0392,mendeley_financial,"Congratulations, your wallet has been credited with $700 bonus. Activate reward using secure link",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0393,app_review_,Cannot input pin number in latest update. Pin keyboard not respond. Fix quick,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0394,mendeley_financial,বিনামূল্যে ক্যাশব্যাক জন্য আজই বেছে নিন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0395,app_review_,"Rocket can not automatically read the OTP code from message as like Bkash, Nagad, how to solve this problem?",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0396,mendeley_financial,অবিলম্বে OTP দিন অন্যথায় অ্যাকাউন্ট থেকে টাকা উঠে যেতে পারে।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0397,mendeley_financial,"বাসা ভাড়া, <DATE_TIME> এবং ব্যবসার জন্য দ্রুত ঋণ পেতে যোগাযোগ করুন।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0398,mendeley_financial,Warning: Suspicious activity in your account. Verify using your <PERSON> immediately.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0399,banglabarta,সেরা অফার! বোনাস সহ ৫জিবি-৫০টাকা-৩দিন। ডায়াল *১২১*৫৬৫০# বা <LOCATION>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0400,banglabarta,"১৭ই মে, ২০২৪ বিশ্ব টেলিযোগাযোগ ও তথ্য সংঘ দিবস (WTISD) উপলক্ষ্যে অনলাইন রচনা প্রতিযোগিতা আয়োজন করা হয়েছে। অংশ গ্রহণ করতে ক্লিক করুনঃ <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0401,mendeley_financial,অনলাইন লেনদেনে আগ্রহী? দ্রুত যোগাযোগ করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0402,mendeley_financial,Urgent: Verify your email by clicking the verification link within <DATE_TIME>.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0403,banglabarta,তুমি কি ট্রামে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0404,banglabarta,আপনার কাছে Amazon থেকে $200 নগদ মূল্য রয়েছে 2 দিনের মধ্যে মেয়াদ শেষ <PERSON> আমরা আপনাকে $500 পর্যন্ত পাওনা দিতে <LOCATION>। একটি সাম্প্রতিক সিদ্ধান্তের কারণে গত বছর <PERSON> অনেক বেশি চার্জ করতে পেরেছি। আপনার স্বয়ংক্রিয় সঞ্চয় প্রস্তুত.,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0405,app_review_,"পুরাই ফাউল, otp আসে না, লগইন করতে পারি না",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0406,mendeley_financial,"Loan approved, confirm by sending OTP code.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0407,banglabarta,"আপনি খণ্ডকালীন বা <PERSON>-সময়ের জন্য নির্বাচিত হয়েছেন, প্রতিদিন 500 টাকা, খালি পদের জন্য আবেদন করুন এবং এই সুযোগটি গ্রহণ করুন <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0408,banglabarta,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং <DATE_TIME>,০০০ টাকা <NRP> জিতুন। যোগ দিন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0409,banglabarta,"১৮০৳ ক্যাশব্যাকে সেরা <PERSON>, ৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0410,banglabarta,ভালোবাসা খুব দামী জিনিস। <PERSON> রাখতে হয়। কারন ভালোবাশা একবার হারিয়ে গেলে জীবনে আর কোনো দিন ফিরে পাওয়া যায় না।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0411,banglabarta,আপনার ইন্সুরেন্স পলিসি আপডেট করতে এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0412,mendeley_financial,Exclusive: Unlock a high-yield savings account with 5% bonus interest. Apply now,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0413,banglabarta,আপনার ব্যাংক অ্যাকাউন্টে ১০ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0414,banglabarta,কেমন চলছে তোমার দিনটি?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0415,banglabarta,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন <DATE_TIME>,০০০ টাকা <NRP> জিতুন। ক্লিক করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0416,banglabarta,শাকিবের সই করা ব্যাট জিততে আজই ক্রিকেটে বাজি ধরুন! এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0417,banglabarta,প্রতিদিন ৫০০-৭০০ টাকা ইনকাম করুন নতুন সিম নিয়ে! বিস্তারিত জানতে ইনবক্স করুন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0418,mendeley_financial,"Your lottery reward of $1,200 is pending. Submit bank details to claim before deadline",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0419,banglabarta,"আজ ১৫ মার্চ বিশ্ব ভোক্তা-অধিকার দিবস। দিবসের প্রতিপাদ্য- ‘স্মার্ট বাংলাদেশ গড়ি, ভোক্তার স্বার্থে <LOCATION> বুদ্ধিমত্তা ব্যবহার করি’। জাতীয় ভোক্তা-অধিকার <PERSON>, বাণিজ্য মন্ত্রণালয়।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0420,banglabarta,ফার্নিচারে মেগা সেল! সব পণ্যে <DATE_TIME>। আজই ভিজিট করুন।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0421,banglabarta,আপনার ব্যাংক অ্যাকাউন্টের নোটিফিকেশন পাওয়া যাচ্ছে না। দয়া করে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0422,banglabarta,<DATE_TIME> is your verification code for <URL>.,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0423,banglabarta,আমার কি করতে হবে বলো।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0424,banglabarta,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সামাজিক নিরাপত্তা খাতে বরাদ্দ ছিল মাত্র ২ হাজার ৫০৫ কোটি টাকা। ২০২৩ সালে বেড়ে দাঁড়িয়েছে ১ লক্ষ ২৬ হাজার ২৭২ কোটি টাকা।",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0425,banglabarta,মাশরাফির সই করা গ্লাভস জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0426,banglabarta,"প্রিয় শিক্ষার্থী,
মাধ্যমিক পরীক্ষায় উত্তীর্ণ হওয়ায় অভিনন্দন। <PERSON> আগামী বাংলাদেশের ভবিষ্যৎ, আমরা
তোমার অপেক্ষায়।
কুমিল্লা সিটি
কলেজ(EIIN:<US_DRIVER_LICENSE>)কোটবাড়ি,
কুমিল্লা
মোবাইল:<PHONE_NUMBER>
<DATE_TIME>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0427,banglabarta,<DATE_TIME> এই নাম্বারে কল করুন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0428,app_review_,"One of the worst, third class MFS app in Bangladesh. Every login is a nightmare. The OTP takes ages to come. By the time the otp reaches it is expired. Legal action should be taken against this app for this kinds of harassment",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0429,mendeley_financial,Urgent notice! Verify your social security number immediately.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0430,banglabarta,"<URL> ফ্রী ইনকাম করতে চাইলে ক্লিক করুন,🤞",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0431,banglabarta,"সময় নাই, <PERSON> পাঠাও, বিকাশ <DATE_TIME>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0432,banglabarta,একটি Samsung Galaxy ফোন জেতার সুযোগ! এই বার্তায় 'GALAXY' উত্তর দিন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0433,app_review_,This update is so disappointing. I am not able to login. OTP doesn't work.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0434,mendeley_financial,"Final notice: Claim your government grant of BDT 10,000 within <DATE_TIME>",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0435,app_review_,"i can't log in my account.. Everytime when i put otp, it show's incorrect pin.. Please solve this.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0436,mendeley_financial,"Last chance to claim your cashback offer worth BDT 5,000. Verify now.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0437,banglabarta,আজ তোমার স্কুলের কী কাজ হয়েছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0438,banglabarta,"পূর্বাচল ৩০নং <PERSON> সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬লক্ষ
<DATE_TIME>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0439,mendeley_financial,Sorry i'm not free...,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0440,mendeley_financial,"I sent 3,700 BDT for groceries via bKash. Let me know once it reaches",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0441,mendeley_financial,আপনার অ্যাকাউন্টে কিছু সন্দেহজনক কার্যকলাপ লক্ষ্য করা গেছে। সাহায্য <PERSON> জন্য কল করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0442,banglabarta,"ওহ, আমি সিরিজগুলো দেখতে শুরু করেছি, কিন্তু এখন <LOCATION> আর ঘুরাঘুরি ছাড়া সময় পাচ্ছি না। মি. রোবট সিজন ২ শুরু করেছি, <PERSON>, বেশ রিয়েলিস্টিক। তবে কাজের মধ্যে বিরতি দেওয়া কঠিন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0443,banglabarta,"বাংলাদেশ নৌবাহিনীতে সরাসরি কমিশন্ড অফিসার পদে নিয়োগ চলছে। 
ভিজিট করুনঃ <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0444,banglabarta,স্থিতিশীল কাজ। বেতন 1500 BDT/দিন। <PERSON> <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0445,app_review_,"the worst one! couldn’t even log in. OTP received, but can't put then into box. disgusting!",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0446,mendeley_financial,Urgent payment required: Your credit card bill of BDT 7000 is overdue. Pay now to avoid fees,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0447,mendeley_financial,"Your BDT 10,000 wallet transfer was successful. Thank you for using our service.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0448,banglabarta,"৳৩৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৬৩,৩০দিন <PERSON>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0449,banglabarta,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। <PERSON>: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0450,banglabarta,বই পড়ার পরিবার নির্মাণের জন্য সময় <LOCATION> চাই।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0451,mendeley_financial,"Get rich quick! Invest BDT 10,000 <DATE_TIME> and double your money fast.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0452,mendeley_financial,"The rent of 8,500 BDT has been transferred. Please send acknowledgment",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0453,mendeley_financial,"Your BDT 2,000 refund has been processed successfully.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0454,mendeley_financial,Thank you for your charitable donation of BDT 1000. Your kindness is appreciated.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0455,banglabarta,আপনি <LOCATION> ৩ দিনের অবস্থান জিতেছেন। নিশ্চিত করতে 017XXXXXXXX এ কল করুন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0456,banglabarta,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। <PERSON> করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0457,banglabarta,"bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0458,mendeley_financial,Claim your cashback reward #10 now! Limited time offer.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0459,banglabarta,"আপনার একাউন্ট থেকে ৩০০০/- টাকা কাটা হয়েছে, কল করুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0460,banglabarta,"তোমারি চোখেরই আঙ্গিনায়, এখনো কি তেমনি করে ছড়ায় আলো? এখনো কি তারার পানে চেয়ে থাকো আন মনে? তুমি কি আমায় আগের মত বাস ভাল?",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0461,mendeley_financial,Your loan application was approved. Verify details using <PERSON>.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0462,banglabarta,"লোটোতে <DATE_TIME> আজকের অফার
নির্দিষ্ট পণ্যে
১টি কিনলে ১টি ফ্রী
<LOCATION>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0463,banglabarta,"এপ্রিল-২৪
<NRP>
খরচ:
ডেটা:19৳
ভয়েস:66৳
অন্যান্য:0৳",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0464,banglabarta,"প্রিয় গ্রাহক, আপনার মোবাইল <PERSON> করা হচ্ছে। এটি এড়াতে 017XXXXXXXX নম্বরে কল করে আপনার পরিচয় নিশ্চিত করুন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0465,mendeley_financial,"Client transferred 65,000 BDT <DATE_TIME>. Update the balance sheet",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0466,banglabarta,আপনার ফেসবুক প্রোফাইল আপডেট করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
